date,mean,median,std,iqr,count,std_lo,std_hi,std_se
2021-09-21,0.6416095372453916,0.8286210514652468,0.4170287262842255,0.4275296085293963,464,0.37588160376834523,0.4535816739286081,0.01994735232077776
2021-10-19,0.655140901479233,0.8500161612132043,0.4225556529185703,0.39436234073500787,464,0.37930626004378976,0.46151956005084976,0.02086274249531195
2021-11-16,0.6651877102453336,0.8666200035841751,0.427560201577703,0.3662708067026248,464,0.3828513836744294,0.46848677211116574,0.021476406502765263
2021-12-15,0.6674050607878927,0.8673578926637754,0.43296327047517197,0.3642992043868053,464,0.3876557381824991,0.4737419637952491,0.0217768443505725
2022-01-13,0.6634885538735398,0.8637828607446539,0.4400603168732934,0.34562124382839576,464,0.3939779312952557,0.47981150449030713,0.022012802751971466
2022-02-11,0.6599228001621037,0.8649732893752282,0.44429773408005463,0.35209384251153697,464,0.39887992209725087,0.48262015265610697,0.02209958455005256
2022-03-14,0.6582216275145459,0.8646205672168228,0.4457112596681501,0.35231291128939046,464,0.40039619914296964,0.483944835824855,0.022289260206739152
2022-04-11,0.6542976077302725,0.8573825828508759,0.44509177565988056,0.3821287294181325,464,0.3997131041676614,0.4833848549307807,0.02225137581351723
2022-05-10,0.6521722045065892,0.8483046255651452,0.4448633110632303,0.37703313922402315,464,0.3990814605375514,0.48375133472152676,0.022228831700292617
2022-06-08,0.6507452815330755,0.8446274326086705,0.4445283923194358,0.36566667678310083,464,0.3994704864126865,0.4836909321509693,0.022181280110863535
2022-07-08,0.6416549706512626,0.8330276326528261,0.4460167221630127,0.3775259312950372,464,0.4010181271379816,0.48361484257986936,0.02180949417978575
2022-08-05,0.6492234749289876,0.8428350999308962,0.4425984917883834,0.3568448055028074,464,0.3973718714365827,0.48033412414083165,0.022034694584294086
2022-09-02,0.6397564676532984,0.834847853430571,0.44251584512153785,0.37575508029427374,464,0.39865160713356107,0.47997432134989165,0.021427529012069926
2022-10-03,0.6335032586881795,0.8264845570675952,0.4394251952839283,0.39389769037862643,464,0.39689551040687676,0.4777927553352553,0.020896243150511737
2022-10-31,0.6279187344224414,0.8129224518177456,0.43390514153009735,0.39113881925855787,464,0.39312897644450717,0.47088159653640127,0.020379164405497835
2022-11-29,0.611175007882224,0.7858889579859966,0.4294094268047824,0.4051466226572458,464,0.39077610745673524,0.46539226600912453,0.019448692782562806
2022-12-28,0.5940170988783499,0.763660203933789,0.4224252037082748,0.42415432647294793,464,0.3857136180611002,0.4561547386467148,0.018469121576456582
2023-01-27,0.5827444317814781,0.7398699711380898,0.4068546529227715,0.44447024399006385,464,0.37345233856484034,0.4389496677693968,0.01736022908424703
2023-02-27,0.560239264488123,0.6957583039053914,0.3908256488937463,0.46703404628302625,464,0.3593556796901093,0.42034843647355424,0.016145057251863798
2023-03-27,0.538520801464796,0.6550940707087896,0.3718150156115548,0.44643385886409326,464,0.3429235297081373,0.39913176657091515,0.01490325295719282
2023-04-25,0.4934149126758381,0.5757870908734601,0.36012358502607233,0.47568331055739266,464,0.33332820754268244,0.3855133187582305,0.013480220043802255
2023-05-23,0.3816764464826089,0.46139572197620965,0.37033706815530815,0.5292707004288175,464,0.3470106333853621,0.3918718639086504,0.011662647661378376
2023-06-22,0.27744426164415503,0.3250724668387482,0.3828863510875302,0.5406654773605349,464,0.3602952250943921,0.40328490442885384,0.011265680744787033
2023-07-21,0.2651889290796883,0.3102390553284474,0.37843199777153247,0.5431032293644715,464,0.35555926131441845,0.3991208991806539,0.011294874070944887
2023-08-18,0.2658295113704233,0.370718697006115,0.4474718945001837,0.7069011073086855,464,0.4219943191931794,0.47095948336661786,0.012119636335258139
2023-09-18,0.2813105450485414,0.3622437384164138,0.44113611166354727,0.6880490068162046,464,0.4149468653910803,0.4640063970712311,0.012220680255817178
2023-10-16,0.28362994327201685,0.3714112326535266,0.4453902734301097,0.7153855634191743,464,0.4195167929321592,0.4674732819485927,0.012194788364068636
2023-11-13,0.3001666690962297,0.3700244201552876,0.4422408032000398,0.6857756602937153,464,0.41664056590591875,0.4642369272098421,0.012104845428230452
2023-12-12,0.30783059631740384,0.3970479457046386,0.44262844357584025,0.6490823524071501,464,0.4169643100114293,0.46443784207534483,0.011996064204851409
2024-01-11,0.3160685621688467,0.4130160566071359,0.4461763231325477,0.6467484783117545,464,0.42016335639372465,0.46900668071746865,0.012192947126373263
2024-02-09,0.319778259393979,0.39030118918820994,0.4487014096560665,0.6553024631394486,464,0.4221765778053727,0.47099377736754733,0.01232130698407871
2024-03-11,0.3297979214273743,0.41868059978198835,0.4514204508696314,0.6641209222834876,464,0.42575076787112787,0.4734421597954611,0.01245375575968276
2024-04-09,0.33719957353646934,0.44639952733766286,0.4572752852483415,0.6909598811203096,464,0.4321128577993229,0.47996267706398427,0.012396070063179701
2024-05-07,0.33716334759109945,0.46066457684853324,0.4641078341964943,0.7303211698263784,464,0.43913220375746476,0.4861381447706974,0.012248061592702806
2024-06-05,0.3453201112672187,0.44311242369134546,0.4637584495175338,0.7309614681511957,464,0.4378625422586802,0.4852957912320136,0.012367116148292124
2024-07-05,0.3495328757322383,0.46434762710589894,0.4618327488597545,0.7349722630276435,464,0.4358549248401036,0.48275598578416956,0.012038248023492733
2024-08-02,0.3481094057574289,0.46272906825936677,0.4567141166046665,0.7096562719237757,464,0.43152001262632095,0.47803246992233805,0.012016075537767233
2024-08-30,0.3437634529316353,0.4516084926822056,0.43878646941296506,0.6853990476419327,465,0.41436466639203223,0.460898166720369,0.011986226901418729
2024-09-30,0.34170874785083766,0.4320004610563063,0.4343536018267575,0.6652645624572364,465,0.4089474672679104,0.45582341155489253,0.012037641770350318
2024-10-28,0.33572117468506485,0.4555010099837471,0.43224201441010784,0.6624796359177846,465,0.40610101510236013,0.45394119850963444,0.01211813271746094
2024-11-25,0.3324994671434535,0.4253103353294899,0.433173294340082,0.6345972150469004,465,0.40735405916949147,0.4554163983623407,0.01231981318512021
2024-12-24,0.32836705976200187,0.41228556097626456,0.4373556348967415,0.6459041532290237,465,0.41202916612867946,0.45989800945890547,0.012378656916844068
2025-01-27,0.3223748188332517,0.4079676847027046,0.44025626095902937,0.6432995600272151,465,0.4144027705770316,0.46216062346076575,0.012368489534823777
2025-02-25,0.3103568090137254,0.40126828433691375,0.44526602870122384,0.6399960949513913,465,0.41879971735826693,0.4668088997847863,0.01236746304208012
2025-03-25,0.2978721572803402,0.3791184445242748,0.45131986126126616,0.6711271114997335,465,0.42512507052392323,0.473130166472275,0.012179566053217602
