date,vix,log_vix,spy_rv,hyg_rv,ps_innov,ps_illiq
2022-05-10,32.9900016784668,3.4962045361185368,0.30826656754859005,0.12138240380080599,-0.13460513,0.13460513
2022-06-08,23.959999084472656,3.176385735036591,0.2593957903729957,0.11608070655629109,0.0270027,-0.0270027
2022-07-08,24.639999389648438,3.2043711138945574,0.2915361705491448,0.1860028095126801,0.07943401,-0.07943401
2022-08-05,21.149999618530273,3.051639887455893,0.19108872401524493,0.11120819010688601,0.0756175,-0.0756175
2022-09-02,25.469999313354492,3.237501262032374,0.19582660308761765,0.11914515000140612,0.02243347,-0.02243347
2022-10-03,30.100000381469727,3.404525184428243,0.26368990095786105,0.1485882431443997,-0.01592645,0.01592645
2022-10-31,25.8799991607666,3.2534704372048244,0.2777168608000595,0.14598205930051783,0.00094557,-0.00094557
2022-11-29,21.889999389648438,3.086029883652105,0.25723835774031567,0.15439736199673493,0.00094557,-0.00094557
2022-12-28,22.139999389648438,3.0973858997126693,0.20703784746025877,0.11550584418056073,0.00802682,-0.00802682
2023-01-27,18.510000228881836,2.9183111389507133,0.16563338449216922,0.09975380343689785,0.03832234,-0.03832234
2023-02-27,20.950000762939453,3.042138682785304,0.16342088166575733,0.11087088798690965,0.04938161,-0.04938161
2023-03-27,20.600000381469727,3.025291094313483,0.18166049895940384,0.09092563496827762,0.04054655,-0.04054655
2023-04-25,18.760000228881836,2.9317269557786028,0.11120318301708622,0.07783617203488677,0.00445632,-0.00445632
2023-05-23,18.530000686645508,2.9193910773531506,0.14922704976097248,0.06422507490899115,-0.13255066,0.13255066
2023-06-22,12.90999984741211,2.5580021930391945,0.11879910068465944,0.06129785073423053,-0.00106691,0.00106691
2023-07-21,13.600000381469727,2.6100698207912507,0.09044433148167662,0.07386126567798182,0.01985003,-0.01985003
2023-08-18,17.299999237060547,2.8507064574031857,0.09815293225348036,0.06388689192823681,0.05309215,-0.05309215
2023-09-18,14.0,2.6390573296152584,0.11989891861656382,0.05726046591317267,-0.01383397,0.01383397
2023-10-16,17.209999084472656,2.8454905570260416,0.1262910081789164,0.0732304598387744,-0.03251257,0.03251257
2023-11-13,14.760000228881836,2.691920834679226,0.15823574223524942,0.07595584635179663,0.17552559,-0.17552559
2023-12-12,12.069999694824219,2.4907230098256137,0.0824085475477068,0.04802037601884937,-0.10659695,0.10659695
2024-01-11,12.4399995803833,2.5209170535797867,0.1087296667240356,0.06842519720252825,-0.12649621,0.12649621
2024-02-09,12.930000305175781,2.5595502163859143,0.10869399412610872,0.05216515421210972,0.02461798,-0.02461798
2024-03-11,15.220000267028809,2.722610369978139,0.12197410951693405,0.04612353555009517,0.01820823,-0.01820823
2024-04-09,14.979999542236328,2.7067159475307503,0.09803265522537709,0.049326594748616934,-0.00255847,0.00255847
2024-05-07,13.229999542236328,2.582486943526435,0.14112137775010594,0.06333529970006531,-0.10275165,0.10275165
2024-06-05,12.630000114440918,2.5360749454234384,0.08614123258494802,0.043073898295539335,0.00067461,-0.00067461
2024-07-05,12.479999542236328,2.5241273262614996,0.06737916891806492,0.04160731531949364,-0.01665431,0.01665431
2024-08-02,23.389999389648438,3.152308554501536,0.16512660475469085,0.046056528776093356,-0.01036066,0.01036066
2024-08-30,15.0,2.70805020110221,0.1882260746881438,0.043396114258920725,-0.01036066,0.01036066
2024-09-30,16.729999542236328,2.817203487636887,0.13764024720050694,0.04238686471442431,-0.00892977,0.00892977
2024-10-28,19.799999237060547,2.9856818991681933,0.09320807763145074,0.038337246222700266,-0.00892977,0.00892977
2024-11-25,14.600000381469727,2.6810215548423537,0.13806395958441067,0.03916027239484278,0.17347056,-0.17347056
2024-12-24,14.270000457763672,2.6581594635674883,0.1344333874364479,0.06931216400865214,-0.0414149,0.0414149
2025-01-27,17.899999618530273,2.8848006915355513,0.14747575774390403,0.04459211818193408,-0.02242166,0.02242166
2025-02-25,19.43000030517578,2.966818279095771,0.11631742353552096,0.03799444455273268,-0.02242166,0.02242166
2025-03-25,17.149999618530273,2.841998151368816,0.2080170967596554,0.05342552907397647,-0.02242166,0.02242166
