date,vix,log_vix,spy_rv,hyg_rv
2018-05-21,13.079999923706055,2.5710843401961823,0.1047193197166321,0.03173570611772769
2018-06-19,13.350000381469727,2.5915164134207695,0.09297907311958993,0.028421019199172774
2018-07-18,12.100000381469727,2.4932054841291187,0.09717284417996164,0.031342896507788806
2018-08-15,14.640000343322754,2.683757531984173,0.07578740360948864,0.022282170677541176
2018-09-13,12.369999885559082,2.5152741771529077,0.06478379841556914,0.029847349652285644
2018-10-11,24.979999542236328,3.2180754863722245,0.14558472848273435,0.03674423973387838
2018-11-08,16.719999313354492,2.8166055665892396,0.2258521240722971,0.045845574990077874
2018-12-10,22.639999389648438,3.1197182263759906,0.21815794734844066,0.06069698833658206
2019-01-09,19.979999542236328,2.9947317503093127,0.2985148955480923,0.11522267514758912
2019-02-07,16.3700008392334,2.7954504426495905,0.11884040957572872,0.05525969443546499
2019-03-08,16.049999237060547,2.7757088020408553,0.08818259467757698,0.028987605595105728
2019-04-05,12.819999694824219,2.551006427687861,0.11194053503605671,0.03414472600236095
2019-05-06,15.4399995803833,2.7369615174193824,0.06956900866571644,0.03911167834547432
2019-06-04,16.969999313354492,2.8314470387838178,0.16663379925707167,0.06654726590981316
2019-07-02,12.930000305175781,2.5595502163859143,0.1071065442335739,0.05632750755743936
2019-07-31,16.1200008392334,2.780060789140106,0.08156974562985977,0.033830055113850274
2019-08-28,19.350000381469727,2.9626924391899885,0.23466511927500966,0.07189120698315345
2019-09-26,16.06999969482422,2.7769541607590176,0.09698325886379168,0.03614892384621336
2019-10-24,13.710000038146973,2.6181254963566425,0.13562676037658106,0.04211243258524142
2019-11-21,13.130000114440918,2.5748996970306925,0.05174095723656572,0.025462767984952783
2019-12-20,12.510000228881836,2.52652834277473,0.0759158493828965,0.0364549561068829
2020-01-22,12.90999984741211,2.5580021930391945,0.07135731157556072,0.023087938585119507
2020-02-20,15.5600004196167,2.744703545717899,0.1323002459214247,0.05698845078970507
2020-03-19,72.0,4.276666119016055,0.8091219226544051,0.3519628288113917
2020-04-17,38.150001525878906,3.641525797727291,0.5647373419543235,0.3971312840747722
2020-05-15,31.889999389648438,3.4622924618826887,0.26938387406677056,0.1514115039692781
2020-06-15,34.400001525878906,3.5380566087362966,0.2835538328070784,0.13791316969318176
2020-07-14,29.520000457763672,3.3850680152391712,0.19814515292262883,0.09617025674171976
2020-08-11,24.030000686645508,3.1793030783228886,0.10944306258246614,0.061247863930172924
2020-09-09,28.809999465942383,3.3607225305592063,0.2045580239080965,0.06319448539765274
2020-10-07,28.059999465942383,3.3343450556416125,0.21129714278723352,0.07276500401185142
2020-11-04,29.56999969482422,3.386760323543933,0.21764179479393192,0.07318343348154957
2020-12-03,21.280000686645508,3.057767696740619,0.15200915641538223,0.0590349464408655
2021-01-04,26.969999313354492,3.294725111692035,0.10001364563341421,0.03427777560191279
2021-02-02,25.559999465942383,3.241028608615061,0.17624416580966698,0.036955726882340854
2021-03-03,26.670000076293945,3.2835393410545883,0.1606790576908536,0.052497542579453216
2021-03-31,19.399999618530273,2.9652730464058945,0.14871766172271253,0.056882631365023466
2021-04-29,17.610000610351562,2.8684669571674872,0.09947706762840278,0.0320922452985682
2021-05-27,16.739999771118164,2.817801051388579,0.14076114661509095,0.03655455308169542
2021-06-25,15.619999885559082,2.748552137084977,0.09516340642366004,0.020113283307408525
2021-07-26,17.579999923706055,2.866761887917216,0.10891945802930317,0.037532608332478165
2021-08-23,17.149999618530273,2.841998151368816,0.08127907156469692,0.03564916852034199
2021-09-21,24.360000610351562,3.1929424678971787,0.1041491295312702,0.02830557553316775
2021-10-19,15.699999809265137,2.753660700205545,0.14800492690068925,0.03757736562255296
2021-11-16,16.3700008392334,2.7954504426495905,0.0670407767725416,0.03830813018512823
2021-12-15,19.290000915527344,2.959586874378878,0.18072619778042126,0.05961475918756463
2022-01-13,20.309999465942383,3.0111133492969895,0.15895547319843542,0.04941460976031569
2022-02-11,27.360000610351562,3.3090821150625205,0.21835834453954037,0.0625496343993658
2022-03-14,31.770000457763672,3.4585224626901017,0.2407748869723771,0.08841064973905963
2022-04-11,24.3700008392334,3.1933529020742664,0.18870464176963522,0.12652443526297333
2022-05-10,32.9900016784668,3.4962045361185368,0.30826656754859005,0.12138240380080599
2022-06-08,23.959999084472656,3.176385735036591,0.2593957903729957,0.11608070655629109
2022-07-08,24.639999389648438,3.2043711138945574,0.2915361705491448,0.1860028095126801
2022-08-05,21.149999618530273,3.051639887455893,0.19108872401524493,0.11120819010688601
2022-09-02,25.469999313354492,3.237501262032374,0.19582660308761765,0.11914515000140612
2022-10-03,30.100000381469727,3.404525184428243,0.26368990095786105,0.1485882431443997
2022-10-31,25.8799991607666,3.2534704372048244,0.2777168608000595,0.14598205930051783
2022-11-29,21.889999389648438,3.086029883652105,0.25723835774031567,0.15439736199673493
2022-12-28,22.139999389648438,3.0973858997126693,0.20703784746025877,0.11550584418056073
2023-01-27,18.510000228881836,2.9183111389507133,0.16563338449216922,0.09975380343689785
2023-02-27,20.950000762939453,3.042138682785304,0.16342088166575733,0.11087088798690965
2023-03-27,20.600000381469727,3.025291094313483,0.18166049895940384,0.09092563496827762
2023-04-25,18.760000228881836,2.9317269557786028,0.11120318301708622,0.07783617203488677
2023-05-23,18.530000686645508,2.9193910773531506,0.14922704976097248,0.06422507490899115
